,X,Y,OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
13999,-118.59527778,37.5183333300001,14000,14060,FS-1442767,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,54,INF1333,C6WL,CV,,,,,,2006,2006-09-19 17:00:00.0000000,263,07:42:00.0000000,2,Equipment Use,2006-09-20 00:00:00.0000000,263.0,08:32:00.0000000,0.1,A,37.51833333,-118.59527778,5,USFS,CA,51.0,51.0,Mono
14000,-118.575,37.2033333300001,14001,14061,FS-1442769,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,39,INF936,B6UP,TABLE,,,,,,2006,2006-07-26 17:00:00.0000000,208,15:59:00.0000000,1,Lightning,2006-07-29 00:00:00.0000000,210.0,13:09:00.0000000,0.1,A,37.20333333,-118.575,5,USFS,CA,27.0,27.0,Inyo
14262,-118.59777778,37.6591666700001,14263,14326,FS-1443095,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,16,INF767,B6UP,MORAN,,,,,,2006,2006-07-07 17:00:00.0000000,189,17:43:00.0000000,1,Lightning,2006-07-08 00:00:00.0000000,189.0,19:00:00.0000000,0.1,A,37.65916667,-118.59777778,5,USFS,CA,51.0,51.0,Mono
14274,-118.70111111,37.5344444400001,14275,14338,FS-1443107,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,18,INF770,B6UP,ASPEN,,,,,,2006,2006-07-08 17:00:00.0000000,190,10:30:00.0000000,1,Lightning,2006-07-09 00:00:00.0000000,190.0,14:00:00.0000000,0.1,A,37.53444444,-118.70111111,5,USFS,CA,51.0,51.0,Mono
14278,-118.59972222,37.75972222,14279,14342,FS-1443112,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,42,INF946,B6UP,WATTERSON,,,,,,2006,2006-07-27 17:00:00.0000000,209,15:38:00.0000000,1,Lightning,2006-07-28 00:00:00.0000000,209.0,18:59:00.0000000,0.1,A,37.75972222,-118.59972222,5,USFS,CA,51.0,51.0,Mono
14281,-119.085,37.7727777800001,14282,14345,FS-1443115,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,22,INF 798,CYL6,JUNE,,,,,,2006,2006-07-12 17:00:00.0000000,194,15:08:00.0000000,9,Miscellaneous,2006-07-13 00:00:00.0000000,194.0,17:11:00.0000000,1.75,B,37.77277778,-119.085,13,STATE OR PRIVATE,CA,51.0,51.0,Mono
14287,-119.15222222,37.9330555600001,14288,14352,FS-1443122,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,55,INF1353,C68N,LEE VINING,,,,,,2006,2006-09-25 17:00:00.0000000,269,11:06:00.0000000,9,Miscellaneous,2006-09-26 00:00:00.0000000,269.0,16:00:00.0000000,0.25,A,37.93305556,-119.15222222,5,USFS,CA,51.0,51.0,Mono
14409,-118.96666667,37.6583333300001,14410,14476,FS-1443282,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,57,INF-1428,C73F,WATER,,,,,,2006,2006-10-15 17:00:00.0000000,289,08:30:00.0000000,9,Miscellaneous,2006-10-16 00:00:00.0000000,289.0,13:20:00.0000000,0.1,A,37.65833333,-118.96666667,5,USFS,CA,51.0,51.0,Mono
14616,-118.10111111,36.3266666700001,14617,14687,FS-1443519,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,6,INF 672,B6UP,OLANCHA,,,,,,2006,2006-06-26 17:00:00.0000000,178,16:31:00.0000000,1,Lightning,2006-06-28 00:00:00.0000000,179.0,16:00:00.0000000,0.1,A,36.32666667,-118.10111111,5,USFS,CA,27.0,27.0,Inyo
14631,-118.08472222,36.9175,14632,14702,FS-1443535,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,37,INF 911,B6UP,MAZOURKA,,,,,,2006,2006-07-24 17:00:00.0000000,206,07:50:00.0000000,1,Lightning,2006-07-25 00:00:00.0000000,206.0,11:15:00.0000000,1.0,B,36.9175,-118.08472222,5,USFS,CA,27.0,27.0,Inyo
14634,-118.16805556,36.4116666700001,14635,14705,FS-1443538,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,40,INF 927,B6RS,BEAR,,,,,,2006,2006-07-25 17:00:00.0000000,207,10:00:00.0000000,1,Lightning,2006-08-08 00:00:00.0000000,220.0,18:00:00.0000000,0.1,A,36.41166667,-118.16805556,5,USFS,CA,107.0,107.0,Tulare
14645,-118.20833333,36.285,14646,14716,FS-1443550,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,47,INF 1037,B6RS,SCHAEFFER,,,,,,2006,2006-08-07 17:00:00.0000000,220,11:46:00.0000000,1,Lightning,2006-08-21 00:00:00.0000000,233.0,14:00:00.0000000,5.0,B,36.285,-118.20833333,5,USFS,CA,107.0,107.0,Tulare
14646,-118.11194444,36.2141666700001,14647,14717,FS-1443551,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,52,INF 1271,C57T,SUMMIT,,,,,,2006,2006-09-05 17:00:00.0000000,249,11:50:00.0000000,4,Campfire,2006-09-07 00:00:00.0000000,250.0,14:00:00.0000000,0.25,A,36.21416667,-118.11194444,5,USFS,CA,107.0,107.0,Tulare
15740,-118.76,37.3994444400001,15759,15839,FS-1444907,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,56,INF1359,B7YH,PLAYER,,,,,,2006,2006-09-24 17:00:00.0000000,268,13:30:00.0000000,9,Miscellaneous,2006-10-01 00:00:00.0000000,274.0,12:30:00.0000000,0.1,A,37.39944444,-118.76,5,USFS,CA,27.0,27.0,Inyo
17765,-118.20138889,36.5427777800001,17764,17856,FS-1447384,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,58,INF 1588,C86G,TUTTLE,,,,,,2006,2006-12-25 16:00:00.0000000,360,17:45:00.0000000,9,Miscellaneous,2006-12-30 00:00:00.0000000,364.0,18:00:00.0000000,0.1,A,36.54277778,-118.20138889,5,USFS,CA,27.0,27.0,Inyo
20564,-118.34777778,37.1516666699999,20565,20667,FS-1451070,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,1,INF343,DB5R,BERNASCONI,,,,,,2007,2007-04-11 17:00:00.0000000,102,09:16:00.0000000,4,Campfire,2007-04-12 00:00:00.0000000,102.0,18:16:00.0000000,50.0,C,37.15166667,-118.34777778,13,STATE OR PRIVATE,CA,27.0,27.0,Inyo
20842,-118.2875,37.87416667,20843,20946,FS-1451418,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,8,INF693,DK1R,TRAIL MEADOW,,,,,,2007,2007-06-15 17:00:00.0000000,167,12:00:00.0000000,9,Miscellaneous,2007-06-16 00:00:00.0000000,167.0,12:10:00.0000000,0.1,A,37.87416667,-118.2875,5,USFS,NV,9.0,9.0,Esmeralda
20850,-118.27916667,37.87555556,20851,20954,FS-1451427,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,9,INF696,DK1S,TRAIL POND,,,,,,2007,2007-06-15 17:00:00.0000000,167,13:00:00.0000000,9,Miscellaneous,2007-06-16 00:00:00.0000000,167.0,13:10:00.0000000,0.1,A,37.87555556,-118.27916667,5,USFS,NV,9.0,9.0,Esmeralda
20858,-118.385,37.1299999999999,20859,20962,FS-1451435,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,15,INF768,DNJ3,SAGE,CA-INF784,Inyo Complex,CA3715411835320070706,INYO COMPLEX (SAGE),INYO COMPLEX,2007,2007-07-05 17:00:00.0000000,187,12:37:00.0000000,1,Lightning,2007-07-11 00:00:00.0000000,192.0,06:00:00.0000000,6460.0,G,37.13,-118.385,5,USFS,CA,27.0,27.0,Inyo
20866,-118.43,37.12083333,20867,20970,FS-1451444,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,16,INF769,C65T,LODGE,,,,,,2007,2007-07-05 17:00:00.0000000,187,13:01:00.0000000,1,Lightning,2007-07-06 00:00:00.0000000,187.0,15:45:00.0000000,0.1,A,37.12083333,-118.43,5,USFS,CA,27.0,27.0,Inyo
20869,-118.38083333,37.83888889,20870,20973,FS-1451448,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,33,INF 929,C65T,BOUNDARY PEAK,,,,,,2007,2007-07-31 17:00:00.0000000,213,09:26:00.0000000,1,Lightning,2007-08-01 00:00:00.0000000,213.0,13:10:00.0000000,0.1,A,37.83888889,-118.38083333,5,USFS,CA,51.0,51.0,Mono
20873,-118.36222222,37.19416667,20874,20977,FS-1451453,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,20,INF773,C65T,WARREN,,,,,,2007,2007-07-05 17:00:00.0000000,187,13:30:00.0000000,1,Lightning,2007-07-06 00:00:00.0000000,187.0,23:00:00.0000000,2.0,B,37.19416667,-118.36222222,5,USFS,CA,27.0,27.0,Inyo
20875,-118.32944444,37.8322222200001,20876,20979,FS-1451455,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,30,INF839,DQ7P,MONTGOMERY,,,,,,2007,2007-07-15 17:00:00.0000000,197,09:50:00.0000000,9,Miscellaneous,2007-07-17 00:00:00.0000000,198.0,09:15:00.0000000,0.5,B,37.83222222,-118.32944444,5,USFS,NV,9.0,9.0,Esmeralda
21287,-118.96,37.64777778,21288,21392,FS-1451946,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,3,INF-628,DH7S,RANGER,,,,,,2007,2007-06-13 17:00:00.0000000,165,12:48:00.0000000,7,Arson,2007-06-15 00:00:00.0000000,166.0,17:26:00.0000000,0.1,A,37.64777778,-118.96,5,USFS,CA,51.0,51.0,Mono
22498,-118.9575,37.65444444,22499,22608,FS-1453504,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,7,INF-643,DH93,POLE LINE,,,,,,2007,2007-06-15 17:00:00.0000000,167,11:41:00.0000000,9,Miscellaneous,2007-06-16 00:00:00.0000000,167.0,13:34:00.0000000,0.1,A,37.65444444,-118.9575,5,USFS,CA,51.0,51.0,Mono
22500,-118.96166667,37.64861111,22501,22610,FS-1453507,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,4,INF-629,DH7U,"SHADY 1,2,3",,,,,,2007,2007-06-13 17:00:00.0000000,165,13:07:00.0000000,7,Arson,2007-06-14 00:00:00.0000000,165.0,21:19:00.0000000,0.1,A,37.64861111,-118.96166667,5,USFS,CA,51.0,51.0,Mono
22505,-118.96222222,37.645,22506,22615,FS-1453512,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,5,INF-631,DH7W,RV 1,,,,,,2007,2007-06-13 17:00:00.0000000,165,13:15:00.0000000,7,Arson,2007-06-14 00:00:00.0000000,165.0,20:03:00.0000000,0.2,A,37.645,-118.96222222,5,USFS,CA,51.0,51.0,Mono
22509,-118.995,37.6547222200001,22510,22619,FS-1453516,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,11,INF-736,DL8Q,LOOP,,,,,,2007,2007-07-01 17:00:00.0000000,183,17:48:00.0000000,9,Miscellaneous,2007-07-02 00:00:00.0000000,183.0,19:37:00.0000000,0.1,A,37.65472222,-118.995,5,USFS,CA,51.0,51.0,Mono
22639,-118.95138889,37.6605555600001,22640,22750,FS-1453672,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,12,INF-744,DL9X,BILLY,,,,,,2007,2007-07-02 17:00:00.0000000,184,19:36:00.0000000,9,Miscellaneous,2007-07-03 00:00:00.0000000,184.0,20:05:00.0000000,0.1,A,37.66055556,-118.95138889,5,USFS,CA,51.0,51.0,Mono
22641,-118.95111111,37.75527778,22642,22752,FS-1453674,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,13,INF-745,DMA2,BIG,,,,,,2007,2007-07-03 17:00:00.0000000,185,03:31:00.0000000,9,Miscellaneous,2007-07-04 00:00:00.0000000,185.0,19:24:00.0000000,1.5,B,37.75527778,-118.95111111,5,USFS,CA,51.0,51.0,Mono
22694,-118.94861111,37.66166667,22694,22804,FS-1453733,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,14,INF-757,DM4D,BUD,,,,,,2007,2007-07-04 17:00:00.0000000,186,10:24:00.0000000,4,Campfire,2007-07-05 00:00:00.0000000,186.0,11:55:00.0000000,0.1,A,37.66166667,-118.94861111,5,USFS,CA,51.0,51.0,Mono
22695,-118.78166667,37.74583333,22695,22805,FS-1453734,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,17,INF-770,C65T,GLASS 1,,,,,,2007,2007-07-05 17:00:00.0000000,187,13:05:00.0000000,1,Lightning,2007-07-06 00:00:00.0000000,187.0,14:30:00.0000000,0.1,A,37.74583333,-118.78166667,5,USFS,CA,51.0,51.0,Mono
22699,-118.74472222,37.7313888899999,22700,22810,FS-1453739,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,18,INF-771,C65T,GLASS 2,,,,,,2007,2007-07-05 17:00:00.0000000,187,13:06:00.0000000,1,Lightning,2007-07-06 00:00:00.0000000,187.0,14:30:00.0000000,0.1,A,37.73138889,-118.74472222,5,USFS,CA,51.0,51.0,Mono
22701,-118.92805556,37.75972222,22702,22812,FS-1453743,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,28,INF-834,DQ38,ALPERS,,,,,,2007,2007-07-14 17:00:00.0000000,196,12:44:00.0000000,9,Miscellaneous,2007-07-15 00:00:00.0000000,196.0,19:18:00.0000000,0.5,B,37.75972222,-118.92805556,5,USFS,CA,51.0,51.0,Mono
22705,-118.90472222,37.73527778,22706,22816,FS-1453747,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,44,INF-1075,C65T,OWENS,,,,,,2007,2007-08-28 17:00:00.0000000,241,17:18:00.0000000,1,Lightning,2007-08-29 00:00:00.0000000,241.0,23:30:00.0000000,4.0,B,37.73527778,-118.90472222,5,USFS,CA,51.0,51.0,Mono
22707,-118.93111111,37.72777778,22708,22818,FS-1453749,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,41,INF-1070,C65T,LOOKOUT,,,,,,2007,2007-08-27 17:00:00.0000000,240,18:42:00.0000000,1,Lightning,2007-08-28 00:00:00.0000000,240.0,21:33:00.0000000,0.1,A,37.72777778,-118.93111111,5,USFS,CA,51.0,51.0,Mono
23060,-118.9625,37.64444444,23061,23171,FS-1454146,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,6,INF-633,DH72,RV 2,,,,,,2007,2007-06-13 17:00:00.0000000,165,13:57:00.0000000,7,Arson,2007-06-14 00:00:00.0000000,165.0,16:00:00.0000000,0.1,A,37.64444444,-118.9625,5,USFS,CA,51.0,51.0,Mono
23640,-118.97555556,37.7650000000001,23641,23753,FS-1454803,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,37,INF-1063,C65T,CRESTVIEW,,,,,,2007,2007-08-26 17:00:00.0000000,239,13:41:00.0000000,1,Lightning,2007-08-27 00:00:00.0000000,239.0,17:57:00.0000000,0.1,A,37.765,-118.97555556,5,USFS,CA,51.0,51.0,Mono
23783,-119.12444444,37.72638889,23931,24045,FS-1455164,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,31,INF-884,C6W3,AGNEW,,,,,,2007,2007-07-23 17:00:00.0000000,205,16:54:00.0000000,1,Lightning,2007-08-07 00:00:00.0000000,219.0,16:54:00.0000000,0.1,A,37.72638889,-119.12444444,5,USFS,CA,39.0,39.0,Madera
23864,-118.60638889,37.21888889,23863,23976,FS-1455064,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,46,INF1165,D0J7,SABRINA LAKE,,,,,,2007,2007-09-11 17:00:00.0000000,255,12:00:00.0000000,4,Campfire,2007-09-12 00:00:00.0000000,255.0,12:45:00.0000000,0.1,A,37.21888889,-118.60638889,5,USFS,CA,27.0,27.0,Inyo
23869,-118.72583333,37.51722222,23868,23981,FS-1455073,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,47,INF1199,C65T,IRIS,,,,,,2007,2007-09-22 17:00:00.0000000,266,15:32:00.0000000,1,Lightning,2007-09-23 00:00:00.0000000,266.0,16:11:00.0000000,0.1,A,37.51722222,-118.72583333,5,USFS,CA,51.0,51.0,Mono
23887,-118.71222222,37.5125,23886,23999,FS-1455100,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,48,INF1220,D1CV,PIE,,,,,,2007,2007-10-02 17:00:00.0000000,276,11:47:00.0000000,9,Miscellaneous,2007-10-03 00:00:00.0000000,276.0,15:27:00.0000000,0.1,A,37.5125,-118.71222222,5,USFS,CA,51.0,51.0,Mono
23930,-118.85,37.62555556,23930,24044,FS-1455163,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,49,INF-1223,DZ85,AIRPORT,,,,,,2007,2007-10-03 17:00:00.0000000,277,12:41:00.0000000,9,Miscellaneous,2007-10-04 00:00:00.0000000,277.0,14:50:00.0000000,0.1,A,37.62555556,-118.85,5,USFS,CA,51.0,51.0,Mono
23933,-119.14194444,37.6894444400001,23934,24048,FS-1455167,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,50,INF-1233,DZ6R,SHADOW,,,,,,2007,2007-10-06 17:00:00.0000000,280,16:50:00.0000000,1,Lightning,2007-10-12 00:00:00.0000000,285.0,12:15:00.0000000,0.1,A,37.68944444,-119.14194444,5,USFS,CA,39.0,39.0,Madera
23935,-119.00916667,37.6058333300001,23936,24050,FS-1455169,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,51,INF-1235,DZ85,FALLS TRACT,,,,,,2007,2007-10-09 17:00:00.0000000,283,07:09:00.0000000,9,Miscellaneous,2007-10-10 00:00:00.0000000,283.0,10:30:00.0000000,0.2,A,37.60583333,-119.00916667,5,USFS,CA,51.0,51.0,Mono
25473,-118.11833333,37.06888889,25474,25595,FS-1456979,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,29,INF-838,D65T,PJ,,,,,,2007,2007-07-14 17:00:00.0000000,196,20:00:00.0000000,1,Lightning,2007-07-17 00:00:00.0000000,198.0,16:50:00.0000000,0.1,A,37.06888889,-118.11833333,5,USFS,CA,27.0,27.0,Inyo
25501,-118.10666667,36.135,25502,25623,FS-1457010,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,32,INF 906,C65T,DUTCH,,,,,,2007,2007-07-28 17:00:00.0000000,210,09:15:00.0000000,1,Lightning,2007-07-31 00:00:00.0000000,212.0,19:00:00.0000000,3.0,B,36.135,-118.10666667,5,USFS,CA,107.0,107.0,Tulare
25506,-118.37083333,36.8336111100001,25507,25628,FS-1457015,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,38,INF 1066,C65T,BAXTER,,,,,,2007,2007-08-27 17:00:00.0000000,240,14:00:00.0000000,1,Lightning,2007-09-05 00:00:00.0000000,248.0,13:30:00.0000000,0.1,A,36.83361111,-118.37083333,5,USFS,CA,27.0,27.0,Inyo
25507,-118.23611111,36.2025000000001,25508,25629,FS-1457016,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,42,INF 1073,C65T,DRY,,,,,,2007,2007-08-28 17:00:00.0000000,241,09:00:00.0000000,1,Lightning,2007-08-30 00:00:00.0000000,242.0,08:00:00.0000000,0.1,A,36.2025,-118.23611111,5,USFS,CA,107.0,107.0,Tulare
25508,-118.36638889,36.26777778,25509,25630,FS-1457017,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,39,INF 1068,C65T,SIDE HILL,,,,,,2007,2007-08-27 17:00:00.0000000,240,15:30:00.0000000,1,Lightning,2007-08-30 00:00:00.0000000,242.0,18:30:00.0000000,1.0,B,36.26777778,-118.36638889,5,USFS,CA,107.0,107.0,Tulare
25511,-118.1225,36.4175000000001,25512,25633,FS-1457020,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,45,INF 1124,DZ1K,BEAR,,,,,,2007,2007-09-03 17:00:00.0000000,247,17:00:00.0000000,1,Lightning,2007-10-22 00:00:00.0000000,295.0,16:45:00.0000000,0.5,B,36.4175,-118.1225,5,USFS,CA,107.0,107.0,Tulare
25938,-118.71833333,37.82083333,25939,26061,FS-1457539,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,2,51-01,C65T,TAYLOR,,,,,,2007,2007-05-31 17:00:00.0000000,152,14:00:00.0000000,1,Lightning,2007-06-02 00:00:00.0000000,153.0,15:30:00.0000000,0.4,B,37.82083333,-118.71833333,5,USFS,CA,51.0,51.0,Mono
25969,-119.12916667,37.90666667,25970,26093,FS-1457575,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,27,51/04,C65T,BOHLER,,,,,,2007,2007-07-09 17:00:00.0000000,191,11:15:00.0000000,1,Lightning,2007-07-10 00:00:00.0000000,191.0,18:00:00.0000000,0.5,B,37.90666667,-119.12916667,5,USFS,CA,51.0,51.0,Mono
25970,-118.71111111,37.8111111100001,25971,26094,FS-1457577,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,43,52/17,C65T,MCGEE,,,,,,2007,2007-08-28 17:00:00.0000000,241,14:15:00.0000000,1,Lightning,2007-09-01 00:00:00.0000000,244.0,15:50:00.0000000,8.5,B,37.81111111,-118.71111111,5,USFS,CA,51.0,51.0,Mono
26114,-118.96722222,37.8444444400001,26114,26239,FS-1457763,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,40,51/09,C65T,INDIANA,,,,,,2007,2007-08-27 17:00:00.0000000,240,17:00:00.0000000,1,Lightning,2007-08-29 00:00:00.0000000,241.0,12:20:00.0000000,0.1,A,37.84444444,-118.96722222,5,USFS,CA,51.0,51.0,Mono
26121,-119.16694444,37.7608333300001,26121,26246,FS-1457777,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,34,51/05,C6W3,BILLY,,,,,,2007,2007-07-31 17:00:00.0000000,213,13:15:00.0000000,1,Lightning,2007-11-01 00:00:00.0000000,305.0,18:00:00.0000000,0.5,B,37.76083333,-119.16694444,5,USFS,CA,51.0,51.0,Mono
26135,-118.78611111,37.81305556,26135,26260,FS-1457795,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,36,51/07,C65T,MILLS,,,,,,2007,2007-08-25 17:00:00.0000000,238,14:07:00.0000000,1,Lightning,2007-08-27 00:00:00.0000000,239.0,12:00:00.0000000,3.5,B,37.81305556,-118.78611111,5,USFS,CA,51.0,51.0,Mono
26152,-119.11361111,37.91694444,26152,26277,FS-1457827,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,26,51/03,DP18,JUNE,CA-INF-801,JUNE,,,,2007,2007-07-09 17:00:00.0000000,191,12:00:00.0000000,1,Lightning,2007-07-16 00:00:00.0000000,197.0,12:00:00.0000000,682.0,E,37.91694444,-119.11361111,5,USFS,CA,51.0,51.0,Mono
26153,-118.75638889,38.0802777800001,26153,26278,FS-1457828,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,53,51/10,DPD3,POWER,,,,,,2007,2007-07-23 17:00:00.0000000,205,15:00:00.0000000,1,Lightning,2007-07-25 00:00:00.0000000,206.0,12:00:00.0000000,0.1,A,38.08027778,-118.75638889,5,USFS,CA,51.0,51.0,Mono
26154,-118.75555556,37.7916666700001,26154,26279,FS-1457829,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,25,51/02,C65T,SENTINAL,,,,,,2007,2007-07-06 17:00:00.0000000,188,13:00:00.0000000,1,Lightning,2007-07-14 00:00:00.0000000,195.0,18:00:00.0000000,13.0,C,37.79166667,-118.75555556,5,USFS,CA,51.0,51.0,Mono
26335,-118.74388889,37.7313888899999,26336,26463,FS-1458055,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,19,772,C35T,GLASS 3,,,,,,2007,2007-07-05 17:00:00.0000000,187,13:10:00.0000000,1,Lightning,2007-07-06 00:00:00.0000000,187.0,13:15:00.0000000,0.1,A,37.73138889,-118.74388889,5,USFS,CA,51.0,51.0,Mono
26383,-118.74027778,37.7691666700001,26384,26512,FS-1458106,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,52,1271,DZ6R,O'HARREL,CA-INF-1271,O'HARREL,,,,2007,2007-10-29 17:00:00.0000000,303,15:56:00.0000000,1,Lightning,2007-12-18 00:00:00.0000000,352.0,14:41:00.0000000,560.0,E,37.76916667,-118.74027778,5,USFS,CA,51.0,51.0,Mono
27437,-118.07333333,36.36027778,27438,27570,FS-1459494,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,1,INF278,DZ6R,BRALEY,,,,,,2008,2008-05-04 17:00:00.0000000,126,16:49:00.0000000,1,Lightning,,,,1.0,B,36.36027778,-118.07333333,5,USFS,CA,27.0,27.0,Inyo
27438,-118.0,36.1527777800001,27439,27571,FS-1459496,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,3,INF286,DZ6R,HAIWEE,,,,,,2008,2008-05-06 17:00:00.0000000,128,12:00:00.0000000,1,Lightning,2008-05-20 00:00:00.0000000,141.0,17:00:00.0000000,1.0,B,36.15277778,-118.0,5,USFS,CA,27.0,27.0,Inyo
27686,-118.98916667,37.6950000000001,27687,27820,FS-1459820,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,4,INF-387,D8H4,TABLE,,,,,,2008,2008-06-13 17:00:00.0000000,166,08:33:00.0000000,4,Campfire,2008-06-14 00:00:00.0000000,166.0,09:30:00.0000000,0.1,A,37.695,-118.98916667,5,USFS,CA,51.0,51.0,Mono
