,X,Y,OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
155788,-119.13555556,37.6966666700001,155789,157330,FS-384983,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,79,,1420,SHADOW 2,,,,,,2003,2003-09-09 17:00:00.0000000,253,12:57:00.0000000,4,Campfire,2003-09-11 00:00:00.0000000,254.0,15:26:00.0000000,0.1,A,37.69666667,-119.13555556,5,USFS,CA,,,
155789,-118.24027778,36.3127777800001,155790,157331,FS-384984,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,62,,,MOVIE,,,,,,2003,2003-09-03 17:00:00.0000000,247,10:00:00.0000000,1,Lightning,2003-09-30 00:00:00.0000000,273.0,14:00:00.0000000,1.0,B,36.31277778,-118.24027778,5,USFS,CA,,,
155790,-118.14305556,36.41277778,155791,157332,FS-384985,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,64,,,MULKEY,,,,,,2003,2003-09-03 17:00:00.0000000,247,10:00:00.0000000,1,Lightning,2003-09-15 00:00:00.0000000,258.0,14:00:00.0000000,1.0,B,36.41277778,-118.14305556,5,USFS,CA,,,
155791,-118.39416667,37.1269444400001,155792,157333,FS-384986,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,78,,1419,CREEK 2,,,,,,2003,2003-09-07 17:00:00.0000000,251,10:35:00.0000000,2,Equipment Use,2003-09-08 00:00:00.0000000,251.0,16:30:00.0000000,1.0,B,37.12694444,-118.39416667,13,STATE OR PRIVATE,CA,,,
155792,-118.96333333,37.5575000000001,155793,157334,FS-384987,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,81,,1421,DUCK,,,,,,2003,2003-09-26 17:00:00.0000000,270,13:04:00.0000000,4,Campfire,2003-09-27 00:00:00.0000000,270.0,18:26:00.0000000,0.1,A,37.5575,-118.96333333,5,USFS,CA,,,
155793,-119.11472222,37.70694444,155794,157335,FS-384988,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,82,,1423,RITTER,,,,,,2003,2003-09-28 17:00:00.0000000,272,13:00:00.0000000,4,Campfire,2003-09-29 00:00:00.0000000,272.0,20:00:00.0000000,0.1,A,37.70694444,-119.11472222,5,USFS,CA,,,
156002,-118.24694444,36.3519444400001,156003,157544,FS-385204,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,43,,,RAMSHAW,,,,,,2003,2003-08-04 17:00:00.0000000,217,17:30:00.0000000,1,Lightning,2003-09-15 00:00:00.0000000,258.0,14:00:00.0000000,1.0,B,36.35194444,-118.24694444,5,USFS,CA,,,
156003,-118.1,36.2833333300001,156004,157548,FS-385208,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,77,,,OLANCHA,,,,,,2003,2003-09-05 17:00:00.0000000,249,15:00:00.0000000,1,Lightning,2003-09-15 00:00:00.0000000,258.0,14:00:00.0000000,1.0,B,36.28333333,-118.1,5,USFS,CA,,,
156004,-118.22027778,36.3691666700001,156005,157549,FS-385209,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,42,,,OVERHOLSTER,,,,,,2003,2003-08-03 17:00:00.0000000,216,17:30:00.0000000,1,Lightning,2003-08-12 00:00:00.0000000,224.0,17:00:00.0000000,1.0,B,36.36916667,-118.22027778,5,USFS,CA,,,
156005,-118.68638889,37.8211111100001,156006,157550,FS-385210,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,59,,,BITTER,,,,,,2003,2003-08-30 17:00:00.0000000,243,13:45:00.0000000,1,Lightning,2003-08-31 00:00:00.0000000,243.0,19:45:00.0000000,0.8,B,37.82111111,-118.68638889,5,USFS,CA,,,
156006,-118.795,37.8313888900001,156007,157551,FS-385211,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,60,,,DEXTER,CA-INF-1345,Dexter,CA3782011879420030902,DEXTER WFU,,2003,2003-09-01 17:00:00.0000000,245,11:20:00.0000000,1,Lightning,2003-10-13 00:00:00.0000000,286.0,12:00:00.0000000,2515.0,F,37.83138889,-118.795,5,USFS,CA,,,
156007,-118.18638889,36.20083333,156008,157552,FS-385212,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,80,,,STRINGER,,,,,,2003,2003-09-09 17:00:00.0000000,253,16:30:00.0000000,1,Lightning,2003-09-10 00:00:00.0000000,253.0,20:00:00.0000000,2.0,B,36.20083333,-118.18638889,5,USFS,CA,,,
156120,-119.05083333,37.54333333,156121,157666,FS-385334,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,27,,5555,PUMICE,,,,,,2003,2003-07-23 17:00:00.0000000,205,17:00:00.0000000,1,Lightning,2003-07-26 00:00:00.0000000,207.0,17:30:00.0000000,0.1,A,37.54333333,-119.05083333,5,USFS,CA,,,
156121,-118.98388889,37.73361111,156122,157667,FS-385335,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,31,,5555,KNEE,,,,,,2003,2003-07-24 17:00:00.0000000,206,17:00:00.0000000,1,Lightning,2003-07-25 00:00:00.0000000,206.0,18:00:00.0000000,0.1,A,37.73361111,-118.98388889,5,USFS,CA,,,
156122,-118.91833333,37.6025,156123,157668,FS-385336,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,32,,5555,SHERWIN,,,,,,2003,2003-07-26 17:00:00.0000000,208,10:30:00.0000000,1,Lightning,2003-07-27 00:00:00.0000000,208.0,16:50:00.0000000,0.1,A,37.6025,-118.91833333,5,USFS,CA,,,
156123,-118.96722222,37.6505555600002,156124,157669,FS-385337,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,40,,5555,BIKE,,,,,,2003,2003-07-28 17:00:00.0000000,210,18:15:00.0000000,9,Miscellaneous,2003-07-29 00:00:00.0000000,210.0,18:40:00.0000000,0.1,A,37.65055556,-118.96722222,5,USFS,CA,,,
156126,-118.99722222,37.91833333,156127,157673,FS-385341,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,37,,,SENIC,,,,,,2003,2003-07-27 17:00:00.0000000,209,12:20:00.0000000,1,Lightning,2003-07-28 00:00:00.0000000,209.0,14:00:00.0000000,0.2,A,37.91833333,-118.99722222,5,USFS,CA,,,
156127,-118.90027778,37.8513888900001,156128,157677,FS-385345,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,49,,,SHADOW,,,,,,2003,2003-08-23 17:00:00.0000000,236,11:20:00.0000000,1,Lightning,2003-08-24 00:00:00.0000000,236.0,13:45:00.0000000,0.1,A,37.85138889,-118.90027778,5,USFS,CA,,,
156128,-118.70416667,37.80222222,156129,157678,FS-385346,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,75,,,FORK,,,,,,2003,2003-09-03 17:00:00.0000000,247,16:20:00.0000000,1,Lightning,2003-09-04 00:00:00.0000000,247.0,19:57:00.0000000,0.1,A,37.80222222,-118.70416667,5,USFS,CA,,,
156129,-119.09444444,37.8019444400001,156130,157679,FS-385347,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,73,,,SUGAR,,,,,,2003,2003-09-03 17:00:00.0000000,247,10:54:00.0000000,1,Lightning,2003-09-04 00:00:00.0000000,247.0,19:29:00.0000000,0.1,A,37.80194444,-119.09444444,5,USFS,CA,,,
156130,-118.22027778,36.29805556,156131,157683,FS-385351,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,67,,,FAT COW,,,,,,2003,2003-09-02 17:00:00.0000000,246,18:00:00.0000000,1,Lightning,2003-09-15 00:00:00.0000000,258.0,14:00:00.0000000,1.0,B,36.29805556,-118.22027778,5,USFS,CA,,,
156131,-118.11861111,36.18555556,156132,157684,FS-385352,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,76,,,ROUND,,,,,,2003,2003-09-04 17:00:00.0000000,248,07:30:00.0000000,1,Lightning,2003-09-15 00:00:00.0000000,258.0,14:00:00.0000000,1.0,B,36.18555556,-118.11861111,5,USFS,CA,,,
156132,-118.25638889,36.26916667,156133,157685,FS-385353,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,71,,,TOOWA,,,,,,2003,2003-09-03 17:00:00.0000000,247,10:00:00.0000000,1,Lightning,2003-09-15 00:00:00.0000000,258.0,14:00:00.0000000,1.0,B,36.26916667,-118.25638889,5,USFS,CA,,,
156133,-118.20222222,36.2530555600001,156134,157687,FS-385355,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,69,,,RIDGE 2,,,,,,2003,2003-09-03 17:00:00.0000000,247,10:00:00.0000000,1,Lightning,2003-09-05 00:00:00.0000000,248.0,09:45:00.0000000,0.2,A,36.25305556,-118.20222222,5,USFS,CA,,,
156134,-118.21944444,36.2358333300001,156135,157688,FS-385356,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,70,,,KINGFISHER,,,,,,2003,2003-09-03 17:00:00.0000000,247,10:00:00.0000000,1,Lightning,2003-09-05 00:00:00.0000000,248.0,15:00:00.0000000,0.1,A,36.23583333,-118.21944444,5,USFS,CA,,,
156175,-118.83361111,37.60027778,156176,157730,FS-385398,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,63,,5555,MCGEE,,,,,,2003,2003-09-02 17:00:00.0000000,246,12:49:00.0000000,1,Lightning,2003-09-03 00:00:00.0000000,246.0,17:00:00.0000000,10.0,C,37.60027778,-118.83361111,5,USFS,CA,,,
157588,-119.07027778,37.8186111099999,157589,159149,FS-386862,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,83,,,JUNE,,,,,,2003,2003-09-29 17:00:00.0000000,273,15:42:00.0000000,9,Miscellaneous,2003-10-06 00:00:00.0000000,279.0,16:43:00.0000000,80.0,C,37.81861111,-119.07027778,5,USFS,CA,,,
157589,-118.06916667,36.8847222200001,157590,159150,FS-386863,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,85,,,BARREL,,,,,,2003,2003-10-22 17:00:00.0000000,296,14:00:00.0000000,9,Miscellaneous,2003-10-23 00:00:00.0000000,296.0,14:15:00.0000000,0.1,A,36.88472222,-118.06916667,5,USFS,CA,,,
157590,-118.93583333,37.66,157591,159151,FS-386864,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,84,,,SOCCER,,,,,,2003,2003-10-16 17:00:00.0000000,290,17:55:00.0000000,4,Campfire,2003-10-17 00:00:00.0000000,290.0,18:20:00.0000000,0.1,A,37.66,-118.93583333,5,USFS,CA,,,
157591,-118.85361111,37.62638889,157592,159152,FS-386865,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,86,,,MEDIAN,,,,,,2003,2003-10-28 16:00:00.0000000,302,12:35:00.0000000,9,Miscellaneous,2003-10-29 00:00:00.0000000,302.0,13:04:00.0000000,0.1,A,37.62638889,-118.85361111,5,USFS,CA,,,
158699,-118.70361111,37.77027778,158700,160262,FS-388184,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,29,,,CABIN FIRE,,,,,,2003,2003-07-24 17:00:00.0000000,206,13:15:00.0000000,1,Lightning,2003-07-25 00:00:00.0000000,206.0,14:00:00.0000000,0.1,A,37.77027778,-118.70361111,5,USFS,CA,,,
160650,-119.00166667,37.7880555600001,160651,162222,FS-390192,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,39,,5555,PINE CONE,,,,,,2003,2003-07-28 17:00:00.0000000,210,16:01:00.0000000,1,Lightning,2003-07-29 00:00:00.0000000,210.0,16:45:00.0000000,0.1,A,37.78805556,-119.00166667,5,USFS,CA,,,
162127,-118.13138889,36.21805556,162128,163711,FS-391716,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,52,,,SUMMIT,CA-INF-1245,SUMMIT COMPLEX,CA3621511813520030827,SUMMIT COMPLEX,SUMMIT COMPLEX,2003,2003-08-26 17:00:00.0000000,239,15:15:00.0000000,1,Lightning,2003-12-31 00:00:00.0000000,365.0,14:00:00.0000000,6721.0,G,36.21805556,-118.13138889,5,USFS,CA,,,
164571,-118.54277778,37.3144444400001,164572,166199,FS-394594,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,1,,A037,CHIPMUNK,,,,,,2004,2004-03-29 16:00:00.0000000,90,20:14:00.0000000,2,Equipment Use,2004-03-30 00:00:00.0000000,90.0,20:59:00.0000000,0.25,A,37.31444444,-118.54277778,13,STATE OR PRIVATE,CA,,,
165203,-118.57111111,37.24833333,165204,166834,FS-395312,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,2,,A2NC,BLAST,,,,,,2004,2004-04-28 17:00:00.0000000,120,15:15:00.0000000,9,Miscellaneous,2004-04-29 00:00:00.0000000,120.0,16:12:00.0000000,0.25,A,37.24833333,-118.57111111,5,USFS,CA,,,
165254,-118.85194444,37.8502777800001,165255,166886,FS-395379,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,3,,,SAGEHEN,,,,,,2004,2004-05-21 17:00:00.0000000,143,12:00:00.0000000,1,Lightning,2004-05-22 00:00:00.0000000,143.0,16:00:00.0000000,0.1,A,37.85027778,-118.85194444,5,USFS,CA,,,
165255,-119.16888889,37.9336111100001,165256,166887,FS-395380,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,4,,A3Q7,ASPEN,,,,,,2004,2004-05-21 17:00:00.0000000,143,17:30:00.0000000,9,Miscellaneous,2004-05-22 00:00:00.0000000,143.0,17:45:00.0000000,0.1,A,37.93361111,-119.16888889,5,USFS,CA,,,
165256,-118.985,37.6605555600001,165257,166888,FS-395381,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,7,,A4EP,KNOLL,,,,,,2004,2004-06-04 17:00:00.0000000,157,13:00:00.0000000,9,Miscellaneous,2004-06-06 00:00:00.0000000,158.0,14:30:00.0000000,0.25,A,37.66055556,-118.985,5,USFS,CA,,,
165336,-119.16527778,37.9372222200001,165337,166970,FS-395468,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,16,,,DOME FIRE,,,,,,2004,2004-07-02 17:00:00.0000000,185,11:10:00.0000000,1,Lightning,2004-07-04 00:00:00.0000000,186.0,18:00:00.0000000,0.1,A,37.93722222,-119.16527778,5,USFS,CA,,,
165337,-119.11277778,37.7558333300001,165338,166971,FS-395469,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,19,,,YOST,,,,,,2004,2004-07-02 17:00:00.0000000,185,20:00:00.0000000,1,Lightning,2004-07-04 00:00:00.0000000,186.0,15:30:00.0000000,0.1,A,37.75583333,-119.11277778,5,USFS,CA,,,
165338,-118.75055556,38.03361111,165339,166972,FS-395470,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,21,,,BADGER,,,,,,2004,2004-07-05 17:00:00.0000000,188,17:15:00.0000000,1,Lightning,2004-07-07 00:00:00.0000000,189.0,10:30:00.0000000,0.1,A,38.03361111,-118.75055556,5,USFS,CA,,,
165432,-119.03,37.8516666700001,165433,167066,FS-395567,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,15,,,EPITAPH,,,,,,2004,2004-06-27 17:00:00.0000000,180,15:50:00.0000000,1,Lightning,2004-06-28 00:00:00.0000000,180.0,18:00:00.0000000,0.1,A,37.85166667,-119.03,5,USFS,CA,,,
165433,-118.95111111,37.6516666700001,165434,167067,FS-395568,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,17,,A6YJ,SMOLDER,,,,,,2004,2004-07-02 17:00:00.0000000,185,15:30:00.0000000,9,Miscellaneous,2004-07-03 00:00:00.0000000,185.0,16:35:00.0000000,0.1,A,37.65166667,-118.95111111,5,USFS,CA,,,
165434,-118.54694444,37.29472222,165435,167068,FS-395569,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,24,,AAC2,BISHOP CREEK,,,,,,2004,2004-07-16 17:00:00.0000000,199,14:59:00.0000000,1,Lightning,2004-07-17 00:00:00.0000000,199.0,15:45:00.0000000,0.1,A,37.29472222,-118.54694444,5,USFS,CA,,,
165435,-118.685,38.00472222,165436,167069,FS-395570,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,20,,,CLOUD,,,,,,2004,2004-07-05 17:00:00.0000000,188,11:30:00.0000000,1,Lightning,2004-07-06 00:00:00.0000000,188.0,15:30:00.0000000,0.1,A,38.00472222,-118.685,5,USFS,CA,,,
165436,-118.74194444,37.8272222200001,165437,167070,FS-395571,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,22,,,TAYLOR,,,,,,2004,2004-07-06 17:00:00.0000000,189,13:20:00.0000000,1,Lightning,2004-07-07 00:00:00.0000000,189.0,16:00:00.0000000,0.1,A,37.82722222,-118.74194444,5,USFS,CA,,,
165437,-119.08333333,38.0500000000001,165438,167071,FS-395572,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,9,,,DECHAMBEAU,,,,,,2004,2004-06-22 17:00:00.0000000,175,15:35:00.0000000,1,Lightning,2004-06-26 00:00:00.0000000,178.0,18:00:00.0000000,27.0,C,38.05,-119.08333333,5,USFS,CA,,,
165438,-119.01916667,37.78472222,165439,167072,FS-395573,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,13,,,SPLIT,,,,,,2004,2004-06-24 17:00:00.0000000,177,14:21:00.0000000,1,Lightning,2004-06-25 00:00:00.0000000,177.0,15:00:00.0000000,0.1,A,37.78472222,-119.01916667,5,USFS,CA,,,
165505,-119.02277778,37.66972222,165506,167139,FS-395644,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,14,,AAC2,10 MINUTE,,,,,,2004,2004-06-25 17:00:00.0000000,178,12:15:00.0000000,1,Lightning,2004-06-26 00:00:00.0000000,178.0,17:33:00.0000000,0.1,A,37.66972222,-119.02277778,5,USFS,CA,,,
165506,-118.98694444,37.7197222200001,165507,167140,FS-395645,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,18,,AAC2,BUCKWHEAT,,,,,,2004,2004-07-02 17:00:00.0000000,185,17:45:00.0000000,1,Lightning,2004-07-03 00:00:00.0000000,185.0,18:45:00.0000000,0.1,A,37.71972222,-118.98694444,5,USFS,CA,,,
165507,-118.98416667,37.75027778,165508,167141,FS-395646,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,23,,A791,SOCCER,,,,,,2004,2004-07-14 17:00:00.0000000,197,07:49:00.0000000,4,Campfire,2004-07-15 00:00:00.0000000,197.0,07:55:00.0000000,0.1,A,37.75027778,-118.98416667,5,USFS,CA,,,
165583,-118.1725,37.58583333,165584,167218,FS-395723,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,25,,AAC2,BRISTLECONE,,,,,,2004,2004-07-16 17:00:00.0000000,199,18:13:00.0000000,1,Lightning,2004-07-18 00:00:00.0000000,200.0,11:00:00.0000000,0.1,A,37.58583333,-118.1725,5,USFS,CA,,,
166524,-118.99805556,37.6525000000001,166525,168164,FS-396696,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,27,,BA27,SCENIC,,,,,,2004,2004-08-09 17:00:00.0000000,223,00:40:00.0000000,9,Miscellaneous,2004-08-10 00:00:00.0000000,223.0,02:54:00.0000000,0.1,A,37.6525,-118.99805556,5,USFS,CA,,,
166525,-118.85194444,37.6202777800002,166526,168165,FS-396697,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,29,,AAC2,CONVICT,,,,,,2004,2004-08-11 17:00:00.0000000,225,14:10:00.0000000,1,Lightning,2004-08-12 00:00:00.0000000,225.0,15:55:00.0000000,2.5,B,37.62027778,-118.85194444,5,USFS,CA,,,
166526,-118.87,37.65,166527,168166,FS-396698,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,30,,AAC2,ARROW,,,,,,2004,2004-08-11 17:00:00.0000000,225,14:17:00.0000000,1,Lightning,2004-08-12 00:00:00.0000000,225.0,16:45:00.0000000,0.1,A,37.65,-118.87,5,USFS,CA,,,
166527,-119.01,37.72,166528,168167,FS-396699,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,32,,AAC2,LUPIN,,,,,,2004,2004-08-11 17:00:00.0000000,225,14:34:00.0000000,1,Lightning,2004-08-12 00:00:00.0000000,225.0,17:56:00.0000000,0.25,A,37.72,-119.01,5,USFS,CA,,,
166528,-118.86638889,37.88888889,166529,168168,FS-396700,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,37,,,SAGE,,,,,,2004,2004-08-13 17:00:00.0000000,227,12:00:00.0000000,1,Lightning,2004-08-14 00:00:00.0000000,227.0,13:50:00.0000000,0.1,A,37.88888889,-118.86638889,5,USFS,CA,,,
166529,-118.74083333,37.81722222,166530,168169,FS-396701,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,46,,,ARROWHEAD,,,,,,2004,2004-08-17 17:00:00.0000000,231,09:30:00.0000000,1,Lightning,2004-08-19 00:00:00.0000000,232.0,18:00:00.0000000,0.5,B,37.81722222,-118.74083333,5,USFS,CA,,,
166535,-119.14583333,37.6980555600001,166536,168175,FS-396707,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,34,,BB2E,CREEK,,,,,,2004,2004-07-31 17:00:00.0000000,214,09:00:00.0000000,4,Campfire,2004-08-01 00:00:00.0000000,214.0,11:00:00.0000000,0.1,A,37.69805556,-119.14583333,5,USFS,CA,,,
166796,-119.10777778,37.8261111100001,166797,168437,FS-396976,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,6,,,CORONA,,,,,,2004,2004-05-29 17:00:00.0000000,151,15:00:00.0000000,4,Campfire,2004-05-30 00:00:00.0000000,151.0,15:30:00.0000000,0.1,A,37.82611111,-119.10777778,5,USFS,CA,,,
166797,-118.67472222,37.8652777800001,166798,168438,FS-396977,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,8,,,CANYON,,,,,,2004,2004-06-15 17:00:00.0000000,168,16:10:00.0000000,1,Lightning,2004-06-16 00:00:00.0000000,168.0,19:06:00.0000000,0.1,A,37.86527778,-118.67472222,5,USFS,CA,,,
166798,-119.12555556,38.0536111100001,166799,168439,FS-396978,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,11,,,FOUR,,,,,,2004,2004-06-22 17:00:00.0000000,175,16:48:00.0000000,1,Lightning,2004-06-23 00:00:00.0000000,175.0,17:10:00.0000000,0.1,A,38.05361111,-119.12555556,5,USFS,CA,,,
166799,-118.29361111,36.98583333,166800,168440,FS-396979,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,40,,AAC2,BIG PINE,,,,,,2004,2004-08-14 17:00:00.0000000,228,13:47:00.0000000,1,Lightning,2004-08-15 00:00:00.0000000,228.0,16:00:00.0000000,0.1,A,36.98583333,-118.29361111,5,USFS,CA,,,
166800,-118.1675,36.2752777800001,166801,168441,FS-396980,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,42,,,BROWN,,,,,,2004,2004-08-15 17:00:00.0000000,229,09:50:00.0000000,1,Lightning,2004-08-21 00:00:00.0000000,234.0,18:00:00.0000000,0.1,A,36.27527778,-118.1675,5,USFS,CA,,,
166801,-119.02055556,37.86916667,166802,168442,FS-396981,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,5,,,CRATER MOUNTAIN,CA-INF-000451,Crater Mountain,,,,2004,2004-05-24 17:00:00.0000000,146,08:30:00.0000000,1,Lightning,2004-06-20 00:00:00.0000000,172.0,18:00:00.0000000,222.0,D,37.86916667,-119.02055556,5,USFS,CA,,,
167681,-119.02666667,37.81166667,167682,169333,FS-397905,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,33,,,PUNCH BOWL,,,,,,2004,2004-08-11 17:00:00.0000000,225,15:45:00.0000000,1,Lightning,2004-08-13 00:00:00.0000000,226.0,15:30:00.0000000,0.1,A,37.81166667,-119.02666667,5,USFS,CA,,,
167682,-119.06833333,37.8291666700001,167683,169334,FS-397906,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,31,,,TREE,,,,,,2004,2004-08-11 17:00:00.0000000,225,14:30:00.0000000,1,Lightning,2004-08-12 00:00:00.0000000,225.0,15:45:00.0000000,0.1,A,37.82916667,-119.06833333,5,USFS,CA,,,
167683,-119.08111111,37.8527777800001,167684,169335,FS-397907,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,28,,,HIGHWAY,,,,,,2004,2004-08-11 17:00:00.0000000,225,13:30:00.0000000,1,Lightning,2004-08-12 00:00:00.0000000,225.0,14:50:00.0000000,0.25,A,37.85277778,-119.08111111,5,USFS,CA,,,
167684,-119.17138889,37.92611111,167685,169336,FS-397908,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,35,,,BOULDER,,,,,,2004,2004-08-12 17:00:00.0000000,226,14:10:00.0000000,1,Lightning,2004-08-21 00:00:00.0000000,234.0,13:00:00.0000000,0.1,A,37.92611111,-119.17138889,5,USFS,CA,,,
167685,-119.0625,37.78333333,167686,169337,FS-397909,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,47,,,BARK,,,,,,2004,2004-08-21 17:00:00.0000000,235,08:00:00.0000000,1,Lightning,2004-08-22 00:00:00.0000000,235.0,15:45:00.0000000,0.1,A,37.78333333,-119.0625,5,USFS,CA,,,
